user_id,category,month,actual,predicted,abs_error
U001,Bills,2024-03,0.0,1.8315188463634002,1.8315188463634002
U001,Bills,2024-04,0.0,2.9969170640958853,2.9969170640958853
U001,Bills,2024-05,0.0,2.6237742603611762,2.6237742603611762
U001,Bills,2024-06,0.0,3.2311581233654447,3.2311581233654447
U001,Bills,2024-07,0.0,3.1529627114682706,3.1529627114682706
U001,Bills,2024-08,0.0,2.9311542028026207,2.9311542028026207
U001,Bills,2024-09,0.0,2.802541497730425,2.802541497730425
U001,Bills,2024-10,0.0,2.669782280269477,2.669782280269477
U001,Bills,2024-11,36001.0,3.1241614481098763,35997.87583855189
U001,Food,2023-10,0.0,4.750551562688103,4.750551562688103
U001,Food,2023-11,4839.0,1.4027365588686038,4837.597263441131
U001,Food,2023-12,0.0,0.22545538984167623,0.22545538984167623
U001,Food,2024-01,0.0,0.6407891051511121,0.6407891051511121
U001,Food,2024-02,4103.0,4.771767692496079,4098.228232307504
U001,Food,2024-03,0.0,0.11728959206463137,0.11728959206463137
U001,Food,2024-04,7814.0,1.5916432791306274,7812.408356720869
U001,Food,2024-05,1413.0,1.0792920869795521,1411.9207079130204
U001,Shopping,2023-09,0.0,0.2914767173609039,0.2914767173609039
U001,Shopping,2023-10,0.0,0.6910889803141447,0.6910889803141447
U001,Shopping,2023-11,1543.64,0.9329782564199929,1542.70702174358
U001,Shopping,2023-12,0.0,0.5997746647735025,0.5997746647735025
U001,Shopping,2024-01,0.0,1.3212587324566019,1.3212587324566019
U001,Shopping,2024-02,0.0,2.507848801610361,2.507848801610361
U001,Shopping,2024-03,0.0,1.6125022340293254,1.6125022340293254
U001,Shopping,2024-04,2916.52,1.622935799682319,2914.897064200318
U002,Bills,2024-04,0.0,2.9969170640958853,2.9969170640958853
U002,Bills,2024-05,0.0,2.6237742603611762,2.6237742603611762
U002,Bills,2024-06,0.0,3.2311581233654447,3.2311581233654447
U002,Bills,2024-07,0.0,3.1529627114682706,3.1529627114682706
U002,Bills,2024-08,0.0,2.9311542028026207,2.9311542028026207
U002,Bills,2024-09,5919.0,2.802541497730425,5916.19745850227
U002,Bills,2024-10,5727.0,2.4538939753986315,5724.546106024602
U002,Food,2023-07,0.0,1.860626639738364,1.860626639738364
U002,Food,2023-08,0.0,0.722242854155162,0.722242854155162
U002,Food,2023-09,0.0,1.777211949598251,1.777211949598251
U002,Food,2023-10,0.0,2.184604656446028,2.184604656446028
U002,Food,2023-11,3203.0,1.8572302708777366,3201.1427697291224
U003,Bills,2024-01,3397.0,3.4926114860631907,3393.507388513937
U003,Bills,2024-02,0.0,1.2222198098970578,1.2222198098970578
U003,Bills,2024-03,0.0,2.9682600830782717,2.9682600830782717
U003,Bills,2024-04,0.0,2.865219997255699,2.865219997255699
U003,Bills,2024-05,7693.0,2.6237742603611762,7690.376225739639
U003,Food,2024-05,1495.0,1.2382025998277455,1493.7617974001723
U003,Food,2024-06,0.0,2.713052106941724,2.713052106941724
U003,Food,2024-07,0.0,0.9893750126980603,0.9893750126980603
U003,Food,2024-08,0.0,1.959080570240923,1.959080570240923
U003,Food,2024-09,6002.0,1.777211949598251,6000.2227880504015
U003,Food,2024-10,6437.0,0.2308621189110259,6436.769137881089
U003,Food,2024-11,0.0,1.9274187115006929,1.9274187115006929
U003,Food,2024-12,7717.0,1.3882489355602687,7715.61175106444
U003,Shopping,2024-05,1263.06,1.7612371510631197,1261.2987628489368
U003,Shopping,2024-06,0.0,1.2664075043162888,1.2664075043162888
U003,Shopping,2024-07,0.0,0.9024969108565091,0.9024969108565091
U003,Shopping,2024-08,0.0,1.2928815006692291,1.2928815006692291
U003,Shopping,2024-09,0.0,1.664443917937822,1.664443917937822
U003,Shopping,2024-10,2391.58,2.046873845516607,2389.5331261544834
U003,Shopping,2024-11,0.0,0.35155275038409045,0.35155275038409045
U003,Shopping,2024-12,2679.37,1.355190590012604,2678.0148094099873
U004,Bills,2023-10,0.0,2.669782280269477,2.669782280269477
U004,Bills,2023-11,0.0,3.1241614481098763,3.1241614481098763
U004,Bills,2023-12,2970.0,3.1808002087834897,2966.8191997912163
U004,Bills,2024-01,0.0,1.4844070449458417,1.4844070449458417
U004,Bills,2024-02,0.0,30.972301266899585,30.972301266899585
U004,Bills,2024-03,7649.0,3.7942597503171376,7645.205740249683
U004,Bills,2024-04,9966.0,2.5634915007477463,9963.436508499251
U004,Food,2024-04,0.0,0.22325818774285458,0.22325818774285458
U004,Food,2024-05,0.0,0.9789522368134069,0.9789522368134069
U004,Food,2024-06,0.0,0.6624924557449619,0.6624924557449619
U004,Food,2024-07,3986.0,1.4456610593873394,3984.5543389406125
U004,Food,2024-08,0.0,0.6483766146425765,0.6483766146425765
U004,Food,2024-09,2508.0,4.35798703949543,2503.6420129605044
U004,Food,2024-10,0.0,4.295056211010631,4.295056211010631
U004,Food,2024-11,4648.0,1.9406370378123543,4646.059362962188
U004,Shopping,2024-04,0.0,1.622935799682319,1.622935799682319
U004,Shopping,2024-05,0.0,1.4004335929177936,1.4004335929177936
U004,Shopping,2024-06,0.0,1.3086460102894746,1.3086460102894746
U004,Shopping,2024-07,1453.36,1.3296454101124717,1452.0303545898873
U004,Shopping,2024-08,0.0,2.0350880338198483,2.0350880338198483
U004,Shopping,2024-09,854.8,0.9615047218723984,853.8384952781275
U004,Shopping,2024-10,5217.87,2.234474479758854,5215.635525520241
U004,Transport,2024-02,0.0,1.9866871986943244,1.9866871986943244
U004,Transport,2024-03,7119.0,1.6569918167578055,7117.343008183242
U004,Transport,2024-04,0.0,0.7513552117046958,0.7513552117046958
U004,Transport,2024-05,0.0,2.03092658137705,2.03092658137705
U004,Transport,2024-06,0.0,13.519443419376483,13.519443419376483
U004,Transport,2024-07,0.0,1.1507372701204015,1.1507372701204015
U004,Transport,2024-08,0.0,1.5415287071402988,1.5415287071402988
U004,Transport,2024-09,15086.0,1.6540408114498377,15084.34595918855
U004,Transport,2024-10,4701.0,1.4340664789132131,4699.565933521087
U005,Food,2022-05,7238.0,0.4226148213062371,7237.5773851786935
U005,Food,2022-06,0.0,0.97592122978657,0.97592122978657
U005,Food,2022-07,2059.0,1.6991579969436872,2057.3008420030565
U005,Shopping,2023-09,0.0,1.664443917937822,1.664443917937822
U005,Shopping,2023-10,0.0,2.046873845516607,2.046873845516607
U005,Shopping,2023-11,0.0,1.6742505422440779,1.6742505422440779
U005,Shopping,2023-12,0.0,1.703250397544633,1.703250397544633
U005,Shopping,2024-01,0.0,1.5772050409505152,1.5772050409505152
U005,Shopping,2024-02,0.0,1.5103530898038673,1.5103530898038673
U005,Shopping,2024-03,811.43,1.6125022340293254,809.8174977659706
U006,Bills,2024-08,0.0,0.7776954706475627,0.7776954706475627
U006,Bills,2024-09,4020.0,2.802541497730425,4017.1974585022695
U006,Food,2024-01,2415.0,1.742605803779599,2413.2573941962205
U006,Food,2024-02,0.0,0.4171846702678063,0.4171846702678063
U006,Food,2024-03,0.0,2.029024110635203,2.029024110635203
U006,Food,2024-04,0.0,5.450145613582809,5.450145613582809
U006,Food,2024-05,0.0,1.6356447047143288,1.6356447047143288
U006,Food,2024-06,0.0,1.5112204884042004,1.5112204884042004
U006,Food,2024-07,0.0,1.4456610593873394,1.4456610593873394
U006,Food,2024-08,1077.0,1.7781663363657025,1075.2218336636342
U006,Shopping,2024-03,0.0,2.3764389282270044,2.3764389282270044
U006,Shopping,2024-04,500.0,1.622935799682319,498.3770642003177
U006,Shopping,2024-05,0.0,0.5325316014863302,0.5325316014863302
U006,Shopping,2024-06,0.0,1.5320180317873482,1.5320180317873482
U006,Shopping,2024-07,921.61,1.6662246397715599,919.9437753602284
U006,Shopping,2024-08,500.0,0.6094343567165899,499.3905656432834
U007,Bills,2024-01,0.0,3.4926114860631907,3.4926114860631907
U007,Bills,2024-02,0.0,2.1158642652680886,2.1158642652680886
U007,Bills,2024-03,0.0,2.949181490600317,2.949181490600317
U007,Bills,2024-04,0.0,2.9969170640958853,2.9969170640958853
U007,Bills,2024-05,0.0,2.6237742603611762,2.6237742603611762
U007,Bills,2024-06,982.0,3.2311581233654447,978.7688418766346
U007,Entertainment,2022-09,0.0,1.3519534554398889,1.3519534554398889
U007,Entertainment,2022-10,0.0,1.3377460388348332,1.3377460388348332
U007,Entertainment,2022-11,2788.0,1.2204648306410655,2786.779535169359
U007,Entertainment,2022-12,9871.0,1.8862801260032445,9869.113719873996
U007,Food,2024-03,0.0,2.0235869492415324,2.0235869492415324
U007,Food,2024-04,0.0,1.9844451122178643,1.9844451122178643
U007,Food,2024-05,0.0,1.6356447047143288,1.6356447047143288
U007,Food,2024-06,0.0,1.5112204884042004,1.5112204884042004
U007,Food,2024-07,0.0,1.4456610593873394,1.4456610593873394
U007,Food,2024-08,9722.0,1.7781663363657025,9720.221833663634
U007,Food,2024-09,0.0,1.085422776159902,1.085422776159902
U007,Food,2024-10,3826.0,0.5715786224636172,3825.4284213775363
U007,Shopping,2024-02,0.0,1.5103530898038673,1.5103530898038673
U007,Shopping,2024-03,0.0,1.6125022340293254,1.6125022340293254
U007,Shopping,2024-04,0.0,1.622935799682319,1.622935799682319
U007,Shopping,2024-05,0.0,1.4004335929177936,1.4004335929177936
U007,Shopping,2024-06,500.0,1.3086460102894746,498.69135398971054
U007,Shopping,2024-07,0.0,0.5306316364098147,0.5306316364098147
U007,Shopping,2024-08,3608.52,2.4544381221505085,3606.0655618778496
U007,Shopping,2024-09,0.0,0.8411513468516421,0.8411513468516421
U007,Shopping,2024-10,1290.91,0.8786528515474579,1290.0313471484526
U007,Transport,2024-02,2061.0,1.0873255908402752,2059.9126744091595
U007,Transport,2024-03,0.0,5.021937134830239,5.021937134830239
U007,Transport,2024-04,0.0,2.186281822699327,2.186281822699327
U007,Transport,2024-05,9916.0,1.5217883355740502,9914.478211664426
U007,Transport,2024-06,0.0,3.768801815730832,3.768801815730832
U007,Transport,2024-07,0.0,0.1941346077544076,0.1941346077544076
U007,Transport,2024-08,0.0,0.49970842409616045,0.49970842409616045
U007,Transport,2024-09,0.0,1.6540408114498377,1.6540408114498377
U007,Transport,2024-10,4973.0,1.6909835725826596,4971.309016427417
U008,Bills,2023-05,0.0,7.774557261530147,7.774557261530147
U008,Bills,2023-06,0.0,11.632413008635016,11.632413008635016
U008,Bills,2023-07,0.0,3.1529627114682706,3.1529627114682706
U008,Bills,2023-08,0.0,2.9311542028026207,2.9311542028026207
U008,Bills,2023-09,0.0,2.802541497730425,2.802541497730425
U008,Bills,2023-10,15677.0,2.669782280269477,15674.330217719731
U008,Food,2023-10,0.0,2.184604656446028,2.184604656446028
U008,Food,2023-11,0.0,1.8572302708777366,1.8572302708777366
U008,Food,2023-12,0.0,1.7589561936604499,1.7589561936604499
U008,Food,2024-01,0.0,1.742605803779599,1.742605803779599
U008,Food,2024-02,2814.0,1.78037315686798,2812.219626843132
U008,Food,2024-03,7929.0,0.35724683385845174,7928.642753166141
U008,Shopping,2023-12,0.0,9.357639792810735,9.357639792810735
U008,Shopping,2024-01,0.0,1.0157415316531901,1.0157415316531901
U008,Shopping,2024-02,1101.85,7.122054321494353,1094.7279456785056
U008,Shopping,2024-03,3299.89,0.9147993072105027,3298.9752006927893
U009,Bills,2024-05,0.0,4.2106110701447035,4.2106110701447035
U009,Bills,2024-06,0.0,3.5247668498344353,3.5247668498344353
U009,Bills,2024-07,1846.0,2.558945495432136,1843.4410545045678
U009,Bills,2024-08,0.0,1.3638480242805864,1.3638480242805864
U009,Bills,2024-09,0.0,2.340694737640172,2.340694737640172
U009,Bills,2024-10,0.0,3.7602366504061386,3.7602366504061386
U009,Bills,2024-11,13335.0,3.1241614481098763,13331.87583855189
U009,Bills,2024-12,7937.0,31.836335912889652,7905.16366408711
U009,Food,2024-01,0.0,1.742605803779599,1.742605803779599
U009,Food,2024-02,0.0,1.78037315686798,1.78037315686798
U009,Food,2024-03,0.0,2.0235869492415324,2.0235869492415324
U009,Food,2024-04,0.0,1.9844451122178643,1.9844451122178643
U009,Food,2024-05,0.0,1.6356447047143288,1.6356447047143288
U009,Food,2024-06,0.0,1.5112204884042004,1.5112204884042004
U009,Food,2024-07,0.0,1.4456610593873394,1.4456610593873394
U009,Food,2024-08,6031.0,1.7781663363657025,6029.221833663634
U009,Shopping,2024-04,0.0,1.622935799682319,1.622935799682319
U009,Shopping,2024-05,0.0,1.4004335929177936,1.4004335929177936
