user_id,category,month,amount
U001,Education,2022-02,5881.0
U001,Education,2024-12,252.0
U001,Entertainment,2021-10,18968.0
U001,Entertainment,2021-12,5385.0
U001,Entertainment,2023-06,524.0
U001,Food,2021-01,4178.0
U001,Food,2023-02,3885.0
U001,Food,2023-08,7321.0
U001,Food,2023-11,4839.0
U001,Food,2024-04,7814.0
U001,Foods,2024-02,4103.0
U001,Foods,2024-05,1413.0
U001,Housing,2021-01,679.0
U001,Housing,2022-07,17529.0
U001,Housing,2022-10,3926.0
U001,Housing,2023-12,2100.0
U001,Housing,2024-11,36001.0
U001,Others,2022-10,9440.0
U001,Rentt,2023-11,34793.0
U001,Shopping,2021-01,1594.94
U001,Shopping,2021-10,8829.78
U001,Shopping,2021-12,3618.95
U001,Shopping,2022-10,1516.23
U001,Shopping,2023-02,1000.08
U001,Shopping,2023-06,500.0
U001,Shopping,2023-08,2433.61
U001,Shopping,2023-11,1543.64
U001,Shopping,2024-04,2916.52
U001,Transportation,2022-05,8157.0
U001,Transportation,2024-05,8174.0
U002,Bills,2024-10,5727.0
U002,Education,2021-06,999999999.0
U002,Educaton,2024-06,3150.0
U002,Food,2021-09,1012.0
U002,Food,2022-01,4750.0
U002,Foodd,2022-11,4312.0
U002,Foodd,2023-05,4359.0
U002,Foods,2023-11,3203.0
U002,Health,2022-12,5150.0
U002,Helth,2021-11,8193.0
U002,Helth,2024-09,9538.0
U002,Housing,2022-01,5654.0
U002,Housing,2023-08,0.0
U002,Saving,2024-04,1443.0
U002,Savings,2022-05,8005.0
U002,Shopping,2021-09,500.0
U002,Shopping,2022-01,1972.28
U002,Shopping,2024-10,500.0
U002,Transportation,2021-03,6785.0
U002,Transportation,2024-09,7550.0
U002,Traval,2022-02,1735.0
U002,Utilties,2022-06,9771.0
U002,Utlities,2024-09,5919.0
U003,Bills,2024-05,7693.0
U003,Education,2024-09,1818.0
U003,Entertainment,2022-12,3946.0
U003,Entertainment,2024-05,1006.0
U003,Entrtnmnt,2023-01,7824.0
U003,Fod,2022-04,8157.0
U003,Fod,2023-03,7880.0
U003,Fod,2024-09,6002.0
U003,Food,2021-06,8374.0
U003,Food,2022-06,1258.0
U003,Food,2023-06,8751.0
U003,Food,2024-03,291.0
U003,Food,2024-05,1495.0
U003,Food,2024-10,6437.0
U003,Food,2024-12,7717.0
U003,Foods,2021-06,3829.0
U003,Foods,2021-12,169.0
U003,Helth,2023-03,5749.0
U003,Housing,2022-03,5996.0
U003,Housing,2023-03,1974.0
U003,Housing,2023-05,2278.0
U003,Housing,2023-08,1000000986.0
U003,Savings,2023-07,9682.0
U003,Shopping,2021-06,2961.86
U003,Shopping,2022-06,519.71
U003,Shopping,2022-12,2544.7
U003,Shopping,2023-06,2641.75
U003,Shopping,2024-03,500.0
U003,Shopping,2024-05,1263.06
U003,Shopping,2024-10,2391.58
U003,Shopping,2024-12,2679.37
U003,Traval,2024-07,134.0
U003,Travl,2024-06,3144.0
U003,Utility,2022-10,2121.0
U003,Utilties,2023-03,9361.0
U003,Utlities,2024-01,3397.0
U004,Bills,2023-12,2970.0
U004,Education,2024-04,2511.0
U004,Entertainment,2022-11,999999999.0
U004,Entertainment,2024-10,8765.0
U004,Fod,2021-11,5795.0
U004,Fod,2023-11,8926.0
U004,Food,2021-09,1044.0
U004,Food,2022-02,3122.0
U004,Food,2022-05,5439.0
U004,Food,2023-02,2759.0
U004,Food,2024-07,3986.0
U004,Food,2024-09,2508.0
U004,Foods,2024-03,4616.0
U004,Foods,2024-11,4648.0
U004,Health,2023-12,8648.0
U004,Housing,2021-06,37667.0
U004,Housing,2023-04,1765.0
U004,Housing,2024-03,7649.0
U004,Housing,2024-04,9966.0
U004,Rentt,2021-06,23537.0
U004,Rentt,2023-05,24628.0
U004,Rnt,2023-05,1034.0
U004,Shopping,2021-09,500.0
U004,Shopping,2022-02,1041.11
U004,Shopping,2022-05,2367.06
U004,Shopping,2022-11,18000.0
