user_id,category,month,amount
1.0,Bills,2023-01,3203.14
2.0,Bills,2023-01,1410.12
3.0,Bills,2023-01,1093.77
4.0,Bills,2023-01,2998.45
5.0,Bills,2023-01,1135.34
6.0,Bills,2023-01,1240.45
7.0,Bills,2023-01,1437.69
8.0,Bills,2023-01,3310.04
9.0,Bills,2023-01,3563.08
10.0,Bills,2023-01,3378.04
11.0,Bills,2023-01,1041.05
12.0,Bills,2023-01,1767.46
13.0,Bills,2023-01,822.03
14.0,Bills,2023-01,955.12
15.0,Bills,2023-01,2182.32
16.0,Bills,2023-01,1686.45
17.0,Bills,2023-01,1528.37
18.0,Bills,2023-01,1063.89
19.0,Bills,2023-01,2818.54
20.0,Bills,2023-01,2364.01
21.0,Bills,2023-01,1808.82
22.0,Bills,2023-01,2295.65
23.0,Bills,2023-01,2211.62
24.0,Bills,2023-01,3454.13
25.0,Bills,2023-01,1478.16
26.0,Bills,2023-01,1007.9
27.0,Bills,2023-01,2731.21
28.0,Bills,2023-01,1202.58
29.0,Bills,2023-01,3165.02
30.0,Bills,2023-01,1988.64
31.0,Bills,2023-01,1539.01
32.0,Bills,2023-01,1921.62
33.0,Bills,2023-01,1782.55
34.0,Bills,2023-01,1319.96
35.0,Bills,2023-01,3425.29
36.0,Bills,2023-01,3167.96
37.0,Bills,2023-01,1511.88
38.0,Bills,2023-01,2517.05
39.0,Bills,2023-01,1165.77
40.0,Bills,2023-01,1937.57
41.0,Bills,2023-01,964.92
42.0,Bills,2023-01,1452.69
43.0,Bills,2023-01,2566.23
44.0,Bills,2023-01,1395.07
45.0,Bills,2023-01,2765.01
46.0,Bills,2023-01,2814.16
47.0,Bills,2023-01,1370.72
48.0,Bills,2023-01,2478.84
49.0,Bills,2023-01,1824.83
50.0,Bills,2023-01,1823.88
51.0,Bills,2023-01,1177.18
52.0,Bills,2023-01,1431.23
53.0,Bills,2023-01,3155.46
54.0,Bills,2023-01,1160.21
55.0,Bills,2023-01,3454.37
56.0,Bills,2023-01,1147.64
57.0,Bills,2023-01,1133.24
58.0,Bills,2023-01,2175.73
59.0,Bills,2023-01,2106.17
60.0,Bills,2023-01,2575.14
61.0,Bills,2023-01,2221.38
62.0,Bills,2023-01,2630.02
63.0,Bills,2023-01,1314.02
64.0,Bills,2023-01,1346.49
65.0,Bills,2023-01,3284.18
66.0,Bills,2023-01,1143.29
67.0,Bills,2023-01,3175.52
68.0,Bills,2023-01,2552.43
69.0,Bills,2023-01,2157.6
70.0,Bills,2023-01,2640.62
71.0,Bills,2023-01,2729.28
72.0,Bills,2023-01,995.48
73.0,Bills,2023-01,2462.45
74.0,Bills,2023-01,2075.89
75.0,Bills,2023-01,2856.02
76.0,Bills,2023-01,2084.07
77.0,Bills,2023-01,2044.19
78.0,Bills,2023-01,3666.64
79.0,Bills,2023-01,3398.09
80.0,Bills,2023-01,1973.71
81.0,Bills,2023-01,2138.39
82.0,Bills,2023-01,2920.06
83.0,Bills,2023-01,867.65
84.0,Bills,2023-01,2632.67
85.0,Bills,2023-01,1784.3
86.0,Bills,2023-01,3093.5
87.0,Bills,2023-01,1678.83
88.0,Bills,2023-01,1443.34
89.0,Bills,2023-01,1206.19
90.0,Bills,2023-01,1868.05
91.0,Bills,2023-01,2742.97
92.0,Bills,2023-01,2443.97
93.0,Bills,2023-01,1993.49
94.0,Bills,2023-01,2254.81
95.0,Bills,2023-01,3664.03
96.0,Bills,2023-01,788.89
97.0,Bills,2023-01,968.77
98.0,Bills,2023-01,1244.56
99.0,Bills,2023-01,3426.78
100.0,Bills,2023-01,1764.21
101.0,Bills,2023-01,1331.78
102.0,Bills,2023-01,1154.86
103.0,Bills,2023-01,773.79
104.0,Bills,2023-01,1326.3
105.0,Bills,2023-01,1123.11
106.0,Bills,2023-01,2060.74
107.0,Bills,2023-01,2720.42
108.0,Bills,2023-01,2780.15
109.0,Bills,2023-01,1968.5
110.0,Bills,2023-01,2856.22
111.0,Bills,2023-01,2931.09
112.0,Bills,2023-01,1833.13
113.0,Bills,2023-01,3021.23
114.0,Bills,2023-01,1991.59
115.0,Bills,2023-01,2836.47
116.0,Bills,2023-01,2138.96
117.0,Bills,2023-01,1922.79
118.0,Bills,2023-01,1259.34
119.0,Bills,2023-01,3081.69
120.0,Bills,2023-01,2537.66
1.0,Bills,2023-02,3706.89
2.0,Bills,2023-02,1426.77
3.0,Bills,2023-02,1178.37
4.0,Bills,2023-02,3390.67
5.0,Bills,2023-02,1175.97
6.0,Bills,2023-02,1349.23
7.0,Bills,2023-02,1439.74
8.0,Bills,2023-02,3784.21
9.0,Bills,2023-02,3881.04
10.0,Bills,2023-02,3533.33
11.0,Bills,2023-02,1177.88
12.0,Bills,2023-02,1751.78
13.0,Bills,2023-02,855.9
14.0,Bills,2023-02,1128.12
15.0,Bills,2023-02,2234.75
16.0,Bills,2023-02,1921.89
17.0,Bills,2023-02,1616.93
18.0,Bills,2023-02,1099.61
19.0,Bills,2023-02,3509.27
20.0,Bills,2023-02,2306.96
21.0,Bills,2023-02,1899.89
22.0,Bills,2023-02,2495.57
23.0,Bills,2023-02,2186.35
24.0,Bills,2023-02,3408.86
25.0,Bills,2023-02,1673.57
26.0,Bills,2023-02,1162.25
27.0,Bills,2023-02,2579.49
28.0,Bills,2023-02,1128.72
29.0,Bills,2023-02,3307.1
30.0,Bills,2023-02,2351.98
31.0,Bills,2023-02,1840.14
32.0,Bills,2023-02,2030.99
33.0,Bills,2023-02,1771.44
